0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
I-34-13359,2024-04-06 20:33:17.605000+00:00,5.5,0,5.5,0.72,0,2024-04-06 20:33:17.605000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13360,2024-04-06 20:33:35.936000+00:00,3.5,0,3.5,0.46,0,2024-04-06 20:33:35.936000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13361,2024-04-06 20:37:48.742000+00:00,8,0,8,1.04,0,2024-04-06 20:37:48.742000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13362,2024-04-06 20:43:27.754000+00:00,23.5,0,23.5,3.07,0,2024-04-06 20:43:27.754000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13363,2024-04-06 20:44:14.428000+00:00,11,0,11,1.43,0,2024-04-06 20:44:14.428000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13364,2024-04-06 20:49:24.318000+00:00,12,0,12,1.57,0,2024-04-06 20:49:24.318000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13365,2024-04-06 20:50:33.133000+00:00,26.25,0,26.25,3.42,0,2024-04-06 20:50:33.133000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13366,2024-04-06 20:56:26.086000+00:00,6.5,0,6.5,0.85,0,2024-04-06 20:56:26.086000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13367,2024-04-06 20:59:55.348000+00:00,2,0,2,0.26,0,2024-04-06 20:59:55.348000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13368,2024-04-06 21:49:12.136000+00:00,12,0,12,1.57,0,2024-04-06 21:49:12.136000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13369,2024-04-06 21:57:25.407000+00:00,9,0,9,1.17,0,2024-04-06 21:57:25.407000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13370,2024-04-06 22:22:34.958000+00:00,17.5,0,17.5,2.28,0,2024-04-06 22:22:34.958000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13371,2024-04-06 22:24:11.914000+00:00,2,0,2,0.26,0,2024-04-06 22:24:11.914000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13372,2024-04-06 22:34:44.455000+00:00,17.5,0,17.5,2.28,0,2024-04-06 22:34:44.455000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13373,2024-04-06 22:35:56.801000+00:00,5.5,0,5.5,0.72,0,2024-04-06 22:35:56.801000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13374,2024-04-06 22:37:19.382000+00:00,4,0,4,0.52,0,2024-04-06 22:37:19.382000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13375,2024-04-06 23:27:25.351000+00:00,20.75,0,20.75,2.71,0,2024-04-06 23:27:25.351000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13376,2024-04-06 23:32:31.254000+00:00,27.45,0,27.45,3.58,0,2024-04-06 23:32:31.254000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13377,2024-04-07 00:04:15.176000+00:00,67.25,0,67.25,8.77,0,2024-04-07 00:04:15.176000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13378,2024-04-07 00:24:52.339000+00:00,14,0,14,1.83,0,2024-04-07 00:24:52.339000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13379,2024-04-07 01:13:32.234000+00:00,10,0,10,1.3,0,2024-04-07 01:13:32.234000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13380,2024-04-07 01:14:14.891000+00:00,16.25,0,16.25,2.12,0,2024-04-07 01:14:14.891000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13381,2024-04-07 12:49:01.508000+00:00,5,0,5,0.65,0,2024-04-07 12:49:01.508000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13382,2024-04-07 12:51:19.639000+00:00,5.5,0,5.5,0.72,0,2024-04-07 12:51:19.639000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13383,2024-04-07 13:26:05.248000+00:00,36,0,36,4.7,0,2024-04-07 13:26:05.248000+00:00,CR,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13384,2024-04-07 13:26:43.332000+00:00,9.5,0,9.5,1.24,0,2024-04-07 13:26:43.332000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13385,2024-04-07 13:50:16.058000+00:00,29,0,29,3.78,0,2024-04-07 13:50:16.058000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13386,2024-04-07 13:51:05.871000+00:00,16,0,16,2.09,0,2024-04-07 13:51:05.871000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13387,2024-04-07 13:56:00.228000+00:00,5,0,5,0.65,0,2024-04-07 13:56:00.228000+00:00,CA,0,0,0,521,,34,80,,,FALSE,,,0,FALSE,,
I-34-13388,2024-04-07 13:57:38.155000+00:00,175,0,175,22.83,0,2024-04-07 13:57:38.155000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13389,2024-04-07 13:58:17.874000+00:00,3.25,0,3.25,0.42,0,2024-04-07 13:58:17.874000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13390,2024-04-07 14:11:13.585000+00:00,20,0,20,2.61,0,2024-04-07 14:11:13.585000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13391,2024-04-07 14:12:53.434000+00:00,19.5,0,19.5,2.54,0,2024-04-07 14:12:53.434000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13392,2024-04-07 14:16:25.535000+00:00,5,0,5,0.65,0,2024-04-07 14:16:25.535000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13393,2024-04-07 14:19:11.935000+00:00,11,0,11,1.43,0,2024-04-07 14:19:11.935000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13394,2024-04-07 14:24:27.129000+00:00,4,0,4,0.52,0,2024-04-07 14:24:27.129000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13395,2024-04-07 14:29:52.349000+00:00,4.5,0,4.5,0.59,0,2024-04-07 14:29:52.349000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13396,2024-04-07 14:30:21.366000+00:00,4.5,0,4.5,0.59,0,2024-04-07 14:30:21.366000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13397,2024-04-07 14:33:28.857000+00:00,13,0,13,1.7,0,2024-04-07 14:33:28.857000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13398,2024-04-07 14:37:33.461000+00:00,4.9,0,4.9,0.64,0,2024-04-07 14:37:33.461000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13399,2024-04-07 14:43:22.194000+00:00,21,0,21,2.74,0,2024-04-07 14:43:22.194000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13400,2024-04-07 14:44:07.977000+00:00,10,0,10,1.3,0,2024-04-07 14:44:07.977000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13401,2024-04-07 14:46:37.268000+00:00,10.5,0,10.5,1.37,0,2024-04-07 14:46:37.268000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13402,2024-04-07 14:47:59.649000+00:00,19.5,0,19.5,2.54,0,2024-04-07 14:47:59.649000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13403,2024-04-07 14:50:52.835000+00:00,11,0,11,1.43,0,2024-04-07 14:50:52.835000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13404,2024-04-07 14:56:17.612000+00:00,27,0,27,3.52,0,2024-04-07 14:56:17.612000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13405,2024-04-07 15:02:31.089000+00:00,10.5,0,10.5,1.37,0,2024-04-07 15:02:31.089000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13406,2024-04-07 15:06:08.694000+00:00,11,0,11,1.43,0,2024-04-07 15:06:08.694000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13407,2024-04-07 15:08:19.230000+00:00,7,0,7,0.91,0,2024-04-07 15:08:19.230000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13408,2024-04-07 15:12:08.455000+00:00,6,0,6,0.78,0,2024-04-07 15:12:08.455000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13409,2024-04-07 15:16:32.186000+00:00,20,0,20,2.61,0,2024-04-07 15:16:32.186000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13410,2024-04-07 15:18:26.288000+00:00,4,0,4,0.52,0,2024-04-07 15:18:26.288000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13411,2024-04-07 15:20:27.137000+00:00,4,0,4,0.52,0,2024-04-07 15:20:27.137000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13412,2024-04-07 15:24:49.485000+00:00,5,0,5,0.65,0,2024-04-07 15:24:49.485000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13413,2024-04-07 15:27:43.336000+00:00,25.5,0,25.5,3.33,0,2024-04-07 15:27:43.336000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13414,2024-04-07 16:25:25.325000+00:00,6,0,6,0.78,0,2024-04-07 16:25:25.325000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13415,2024-04-07 16:42:41.713000+00:00,9,0,9,1.17,0,2024-04-07 16:42:41.713000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13416,2024-04-07 17:04:10.259000+00:00,17,0,17,2.22,0,2024-04-07 17:04:10.259000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13417,2024-04-07 17:10:49.667000+00:00,3,0,3,0.39,0,2024-04-07 17:10:49.667000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13418,2024-04-07 17:21:49.074000+00:00,12,0,12,1.57,0,2024-04-07 17:21:49.074000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13419,2024-04-07 17:26:09.271000+00:00,10,0,10,1.3,0,2024-04-07 17:26:09.271000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13420,2024-04-07 17:34:08.030000+00:00,2,0,2,0.26,0,2024-04-07 17:34:08.030000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13421,2024-04-07 17:57:28.379000+00:00,5,0,5,0.65,0,2024-04-07 17:57:28.379000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13422,2024-04-07 18:14:48.862000+00:00,16.5,0,16.5,2.15,0,2024-04-07 18:14:48.862000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13423,2024-04-07 18:26:15.785000+00:00,5,0,5,0.65,0,2024-04-07 18:26:15.785000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13424,2024-04-07 18:33:02.066000+00:00,16,0,16,2.09,0,2024-04-07 18:33:02.066000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13425,2024-04-07 18:40:17.518000+00:00,3.5,0,3.5,0.46,0,2024-04-07 18:40:17.518000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13426,2024-04-07 18:41:31.338000+00:00,9,0,9,1.17,0,2024-04-07 18:41:31.338000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13427,2024-04-07 18:42:07.073000+00:00,12.5,0,12.5,1.63,0,2024-04-07 18:42:07.073000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13428,2024-04-07 18:44:02.110000+00:00,8,0,8,1.04,0,2024-04-07 18:44:02.110000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13429,2024-04-07 18:50:32.343000+00:00,5.5,0,5.5,0.72,0,2024-04-07 18:50:32.343000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13430,2024-04-07 18:50:47.618000+00:00,2.25,0,2.25,0.29,0,2024-04-07 18:50:47.618000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13431,2024-04-07 19:03:05.699000+00:00,7.5,0,7.5,0.98,0,2024-04-07 19:03:05.699000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13432,2024-04-07 19:14:50.484000+00:00,11,0,11,1.43,0,2024-04-07 19:14:50.484000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13433,2024-04-07 19:18:25.912000+00:00,3.5,0,3.5,0.46,0,2024-04-07 19:18:25.912000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13434,2024-04-07 19:18:52.351000+00:00,1.25,0,1.25,0.16,0,2024-04-07 19:18:52.351000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13435,2024-04-07 19:24:30.504000+00:00,8,0,8,1.04,0,2024-04-07 19:24:30.504000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13436,2024-04-07 19:40:36.603000+00:00,1,0,1,0.13,0,2024-04-07 19:40:36.603000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13437,2024-04-07 19:41:07.761000+00:00,7.5,0,7.5,0.98,0,2024-04-07 19:41:07.761000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13438,2024-04-07 19:42:11.592000+00:00,2,0,2,0.26,0,2024-04-07 19:42:11.592000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13439,2024-04-07 19:59:49.531000+00:00,2.5,0,2.5,0.33,0,2024-04-07 19:59:49.531000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13440,2024-04-07 20:07:05.765000+00:00,7,0,7,0.91,0,2024-04-07 20:07:05.765000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13441,2024-04-07 20:10:01.539000+00:00,40,0,40,5.22,0,2024-04-07 20:10:01.539000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13442,2024-04-07 20:21:10.756000+00:00,14,0,14,1.83,0,2024-04-07 20:21:10.756000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13443,2024-04-07 20:30:07.522000+00:00,12,0,12,1.57,0,2024-04-07 20:30:07.522000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13444,2024-04-07 20:48:02.211000+00:00,13,0,13,1.7,0,2024-04-07 20:48:02.211000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13445,2024-04-07 21:40:24.879000+00:00,104.5,0,104.5,13.63,0,2024-04-07 21:40:24.879000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13446,2024-04-07 21:42:13.757000+00:00,11.25,0,11.25,1.47,0,2024-04-07 21:42:13.757000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13447,2024-04-07 21:42:52.492000+00:00,23,0,23,3,0,2024-04-07 21:42:52.492000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13448,2024-04-07 21:49:25.021000+00:00,5,0,5,0.65,0,2024-04-07 21:49:25.021000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13449,2024-04-07 21:49:53.881000+00:00,4.5,0,4.5,0.59,0,2024-04-07 21:49:53.881000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13450,2024-04-07 21:50:46.992000+00:00,90,0,90,11.74,0,2024-04-07 21:50:46.992000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13451,2024-04-07 21:51:21.666000+00:00,3.5,0,3.5,0.46,0,2024-04-07 21:51:21.666000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13452,2024-04-07 21:52:06.276000+00:00,10,0,10,1.3,0,2024-04-07 21:52:06.276000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13453,2024-04-07 21:54:14.281000+00:00,36.5,0,36.5,4.76,0,2024-04-07 21:54:14.281000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13454,2024-04-07 21:56:29.259000+00:00,13,0,13,1.7,0,2024-04-07 21:56:29.259000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13455,2024-04-07 21:57:15.931000+00:00,3.5,0,3.5,0.46,0,2024-04-07 21:57:15.931000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13456,2024-04-07 22:03:03.195000+00:00,19.5,0,19.5,2.54,0,2024-04-07 22:03:03.195000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13457,2024-04-07 22:04:20.355000+00:00,9,0,9,1.17,0,2024-04-07 22:04:20.355000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13458,2024-04-07 22:05:18.684000+00:00,23,0,23,3,0,2024-04-07 22:05:18.684000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13459,2024-04-07 22:11:29.905000+00:00,6,0,6,0.78,0,2024-04-07 22:11:29.905000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13460,2024-04-07 22:13:28.988000+00:00,2,0,2,0.26,0,2024-04-07 22:13:28.988000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13461,2024-04-07 22:20:44.552000+00:00,2,0,2,0.26,0,2024-04-07 22:20:44.552000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13462,2024-04-07 22:27:57.760000+00:00,9.5,0,9.5,1.24,0,2024-04-07 22:27:57.760000+00:00,CA,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13463,2024-04-07 22:30:51.377000+00:00,8,0,8,1.04,0,2024-04-07 22:30:51.377000+00:00,CR,0,0,0,525,,34,80,,,FALSE,,,0,FALSE,,
I-34-13464,2024-04-07 22:43:52.384000+00:00,17,0.5,16.5,2.15,0,2024-04-07 22:43:52.384000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13465,2024-04-07 22:44:38.168000+00:00,3,0,3,0.39,0,2024-04-07 22:44:38.168000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13466,2024-04-07 22:47:19.674000+00:00,20,0,20,2.61,0,2024-04-07 22:47:19.674000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13467,2024-04-07 22:48:09.348000+00:00,5,0,5,0.65,0,2024-04-07 22:48:09.348000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13468,2024-04-07 22:48:42.871000+00:00,12,0,12,1.57,0,2024-04-07 22:48:42.871000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13469,2024-04-07 22:49:52.279000+00:00,5,0,5,0.65,0,2024-04-07 22:49:52.279000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13470,2024-04-07 22:54:36.925000+00:00,17,0.5,16.5,2.15,0,2024-04-07 22:54:36.925000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13471,2024-04-07 23:09:36.263000+00:00,48.5,0,48.5,6.33,0,2024-04-07 23:09:36.263000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13472,2024-04-07 23:29:42.563000+00:00,63.85,0,63.85,8.33,0,2024-04-07 23:29:42.563000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13473,2024-04-07 23:48:32.058000+00:00,29,0,29,3.78,0,2024-04-07 23:48:32.058000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13474,2024-04-07 23:59:07.128000+00:00,22,0,22,2.87,0,2024-04-07 23:59:07.128000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13475,2024-04-08 00:00:16.776000+00:00,14,0,14,1.83,0,2024-04-08 00:00:16.776000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13476,2024-04-08 00:59:16.932000+00:00,10.5,0,10.5,1.37,0,2024-04-08 00:59:16.932000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13477,2024-04-08 01:03:52.225000+00:00,8,0,8,1.04,0,2024-04-08 01:03:52.225000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13478,2024-04-08 11:25:35.987000+00:00,16,0,16,2.09,0,2024-04-08 11:25:35.987000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13479,2024-04-08 13:39:12.624000+00:00,21,0,21,2.74,0,2024-04-08 13:39:12.624000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13480,2024-04-08 14:02:00.524000+00:00,28,0,28,3.65,0,2024-04-08 14:02:00.524000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13481,2024-04-08 14:07:12.286000+00:00,32,0,32,4.17,0,2024-04-08 14:07:12.286000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13482,2024-04-08 14:13:40.348000+00:00,9,0,9,1.17,0,2024-04-08 14:13:40.348000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13483,2024-04-08 14:29:09.672000+00:00,18,0,18,2.35,0,2024-04-08 14:29:09.672000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13484,2024-04-08 14:29:54.812000+00:00,9,0,9,1.17,0,2024-04-08 14:29:54.812000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13485,2024-04-08 14:31:49.317000+00:00,5,0,5,0.65,0,2024-04-08 14:31:49.317000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13486,2024-04-08 14:36:24.046000+00:00,11,0,11,1.43,0,2024-04-08 14:36:24.046000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13487,2024-04-08 14:38:37.661000+00:00,13.5,0,13.5,1.76,0,2024-04-08 14:38:37.661000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13488,2024-04-08 14:46:57.964000+00:00,18.5,0,18.5,2.41,0,2024-04-08 14:46:57.964000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13489,2024-04-08 15:01:06.573000+00:00,5,0,5,0.65,0,2024-04-08 15:01:06.573000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13490,2024-04-08 15:04:20.301000+00:00,4,0,4,0.52,0,2024-04-08 15:04:20.301000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13491,2024-04-08 15:14:14.106000+00:00,18,1,17,2.22,0,2024-04-08 15:14:14.106000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13492,2024-04-08 15:15:06.467000+00:00,12,0,12,1.57,0,2024-04-08 15:15:06.467000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13493,2024-04-08 15:16:28.626000+00:00,9,0,9,1.17,0,2024-04-08 15:16:28.626000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13494,2024-04-08 15:17:01.455000+00:00,16,0,16,2.09,0,2024-04-08 15:17:01.455000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13495,2024-04-08 15:18:19.411000+00:00,13.75,0,13.75,1.79,0,2024-04-08 15:18:19.411000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13496,2024-04-08 15:20:08.259000+00:00,10,0,10,1.3,0,2024-04-08 15:20:08.259000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13497,2024-04-08 15:20:55.010000+00:00,9.5,0,9.5,1.24,0,2024-04-08 15:20:55.010000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13498,2024-04-08 15:25:37.272000+00:00,34.5,0,34.5,4.5,0,2024-04-08 15:25:37.272000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13499,2024-04-08 16:17:24.323000+00:00,22.5,0,22.5,2.93,0,2024-04-08 16:17:24.323000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13500,2024-04-08 16:29:12.073000+00:00,8,0,8,1.04,0,2024-04-08 16:29:12.073000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13501,2024-04-08 17:06:13.775000+00:00,10,0,10,1.3,0,2024-04-08 17:06:13.775000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13502,2024-04-08 17:07:59.075000+00:00,5.5,0,5.5,0.72,0,2024-04-08 17:07:59.075000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13503,2024-04-08 17:16:39.817000+00:00,14,0,14,1.83,0,2024-04-08 17:16:39.817000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13504,2024-04-08 17:19:12.977000+00:00,10.5,0,10.5,1.37,0,2024-04-08 17:19:12.977000+00:00,CR,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
I-34-13505,2024-04-08 17:21:11.484000+00:00,19,0,19,2.48,0,2024-04-08 17:21:11.484000+00:00,CA,0,0,0,526,,34,80,,,FALSE,,,0,FALSE,,
